text,isHate,dataset
"its paid for, only 30k miles, and the bitches always have my money.",0,hs_offensive
"this bitch is dressed for church, the club, the gym, and to slay vampires",0,hs_offensive
"realest tweet i seen today dyke bitches are rehab for hoes.and once im healed,back to the dick i go",1,hs_offensive
these bitches fine fare supermarket,0,hs_offensive
"if you call my mom a bitch, your getting knocked out. mamas",0,hs_offensive
"sonia never criticises kejriwal. kejriwal, who trashes every other leader, never criticises sonia. touching.",0,hs_offensive
i think im addicted to naked pictures and sitting taking bout bitches that we almost had,0,hs_offensive
i look at every bitch ass that walk past me!,0,hs_offensive
hoes always say they a rider bitch stfu and ride this dick lmaoooooooooooooooooooo,0,hs_offensive
how do you cheat on this? shes just like any other female with a pussy so who,0,hs_offensive
"if your pussy was a book, id read up on it",0,hs_offensive
i see yall which one of yall side bitches made this,0,hs_offensive
charlie wears womens clothing,0,hs_offensive
"niggas all about sex now days. unlike you bitches, i jus want somebody who gone better me as a young women",0,hs_offensive
"you can do anything you want in life, just dont be a fucking bitch",0,hs_offensive
"whatchu know bout livin in the ghetto, eating cottage cheese 3 times a day. lil salt lil peppa lil a1, lil barbeeequeee",0,hs_offensive
straight guys take a picture of themselves naked in a hot tun.what fags,1,hs_offensive
"ezra miller, an openly queer male, is playing the flash, making him the first openly queer male to play a lead superhe",0,hs_offensive
at this point every voter in florida has voted both for and against charlie crist.,0,hs_offensive
sack number 3 for trent cole fuckin that bitch up,0,hs_offensive
me wes in this bitch dead,0,hs_offensive
teachers trying to pronounce ghetto names on the 1st day of school,0,hs_offensive
offseason outlook new york,0,hs_offensive
fuck your gpa bitch im a lot smarter than you,0,hs_offensive
like these bitches that have green eyed curly haired kids on their ig talking about my future child,0,hs_offensive
when they said lifes a bitch they really meant it.,0,hs_offensive
kim always being nasty. pussy hungry bitch at me never hungry,0,hs_offensive
musty pussy maggot bitches tryna lick my sac for riches. fuckemx3,0,hs_offensive
if you like after romeo chances are i think youre a faggot.,1,hs_offensive
god is a yankees fan.,0,hs_offensive
"as grandma used to say, stop being a whiny little bitch and eat the fucking gluten.",0,hs_offensive
free bird,0,hs_offensive
"i fucked your bitch, how you feel?",0,hs_offensive
this image of peshmerga giving the heave to an isis flag really brightened my friday. kick their sorry butts http,0,hs_offensive
i occasionally go to play flappy bird and then i die before getting one and remember how much i hate it.,0,hs_offensive
"wow, henry waxman gets caught in a classic charlie leduff segment after charlie comes to dc for todays gm hearing",0,hs_offensive
all im sayin is u bitches would hookup wit tha headless horseman cuz u think he all badass n shit but then u complain,0,hs_offensive
rock out with your cock outjam out with your clam out,0,hs_offensive
poll florida governor rick scott is leading charlie crist by five points.,0,hs_offensive
buy the girl stuff you twink ass bitch,0,hs_offensive
"hun, im quitting my job and going to learn to become a psychic. now i know what youre thinking, well not yet. im going to",0,hs_offensive
"you up, charlie brown?",0,hs_offensive
thanks to i have learned way more than i ever wanted to know about birds,0,hs_offensive
chael p suplexin motherfuckers on their domes and shit,0,hs_offensive
bitches be like if you come over were not fucking but it happened she shaved bitch knew wassup,0,hs_offensive
i dont tell bitches i show bitches,0,hs_offensive
this isnt tea anymore how do bitches peep everything but still getting cheated on something not addin,0,hs_offensive
tell a girl to calm down shell act like you just kicked her in the pussy,0,hs_offensive
whore slut cunt bitch nigga,1,hs_offensive
fucking hate ignorant ass bitches,0,hs_offensive
why give a bitch an inch when she rather have nine,0,hs_offensive
grab her booty in front of niggas that want hergrab her booty in front of bitches that want you,0,hs_offensive
you left prom camping first day cause youre a bitch boy.,0,hs_offensive
"hey, the jig is up. even democrats are through with you. dems are raci",0,hs_offensive
i still live with hope that one day a hot rich boy will fall in love with me even though im trash,0,hs_offensive
its knives bitch,0,hs_offensive
just to settle it once and for all which came first the chicken or the egg? the egg laid by a bird that was not a chicken,0,hs_offensive
jk im above the influence guys im a graduated d.a.r.e ass bitch,0,hs_offensive
did u steal those glasses haha stupid nigger,0,hs_offensive
this isnt some privilege to be thrown around all willy youve gotta earn the right to call me a bitch.,0,hs_offensive
pm last night this incitement was translated into the murder of a father traveling w family to celebrate the first nig,0,hs_offensive
heres your first look at charlie cox as matt murdock in s on,0,hs_offensive
"a person needs just three things to be truly happy in the world someone to love, something to do, and something to ho",0,hs_offensive
look at yall bitches for the child support keep getting pregnant ass bitches,0,hs_offensive
when hoes feel like their photo didnt get enough favorites,0,hs_offensive
oh my goodness do i hate chinese people. fucking zipperheads,1,hs_offensive
dis bitch jus blew my high,0,hs_offensive
sooo many classless hoes enough ladies!,0,hs_offensive
you know a girl is a hoe if her instagram isnt private,0,hs_offensive
who better 2 b the manchurian candidate. think abt it we bitch abt his policy and he screams racism.,0,hs_offensive
is a pussy,0,hs_offensive
remember in 2001 when the yankees were in boston and the crowd was cheering usa instead of yankees suck i love baseba,0,hs_offensive
youre secretly a yankee fan! youll admit it some day!,0,hs_offensive
yankees winnnn,0,hs_offensive
bae go talk to your other hoesme,0,hs_offensive
panera with my bottom bitch,0,hs_offensive
"big dreams, cause that small goal shit is for the birds.",0,hs_offensive
"i promise, the last thing you wanna do is be a bitch to my sister in front of me. dont poke the lion",0,hs_offensive
twitpic your reaction if you find out the love of your life selling pussy pussy on backpage,0,hs_offensive
trash,0,hs_offensive
ceo tells daily show retarded could work for worth what you worth,0,hs_offensive
shout out to all the bitches who dont have to dress half naked to get a mans stay classy!,0,hs_offensive
"if ur mine, its obvious people are gna hit on u cause ur obviously attractive. but if u flirt back its a problem bitch",0,hs_offensive
"im rich, bitch.",0,hs_offensive
ao got bitches at home scrolling ig like,0,hs_offensive
"my favorite line so far has to be being blind must suck, because you cant ever be an asshole. made me ho",0,hs_offensive
aw yall some hoes hating on that girl that looks like a dude,0,hs_offensive
when you see bae retweet or mention some hoe,0,hs_offensive
girl logic if i say bye i dont actually mean itthen dont fucken say bye you dumb bitch.,0,hs_offensive
smoke good weed with a bad bitch,0,hs_offensive
wtf ling ling did you at least calculate the circumference when you threw that ass in a circle?,0,hs_offensive
we accept the from the we challenge the,0,hs_offensive
you a hoe i just thought you were cute that why i kissed you,0,hs_offensive
wetin happen? school will just be behaving like pussies,0,hs_offensive
"so not ready for the new year, new me tweet bullshit to comeyou the same hoe you was last yearchill the fuck out",0,hs_offensive
this is a true ride or die bitch,0,hs_offensive
stfu hoe im proud to be african american proud african americanim proud to be white racist,1,hs_offensive
i see people tweeting what if the purge comes to my city bitch the purge aint no tour,0,hs_offensive
ann coulter admits on fox news that america has a negro problem.,1,hs_offensive
if your girl didnt camp out overnight to buy you the iphone 6 your pee pee is trash,0,hs_offensive
id go crazy if these animals like them grabbed my mama like that. i aint going out like no bitch,0,hs_offensive
if i was a girl like that u would probably eat my pussy jasper,0,hs_offensive
damn i hate a bitch that like to argue and shit,0,hs_offensive
my nigga really tried to save his bitch lol,0,hs_offensive
mothers day is n 16 mins. yall bitches picked yall kids up from yo mama house so u can have 24hrs of custody n instagram p,0,hs_offensive
"i want a crazy bitch, they be loyal af",0,hs_offensive
ima eat that pussy all filthy,0,hs_offensive
yall hoes so annoying,0,hs_offensive
brought to you by bad bitches and good weed,0,hs_offensive
"damn, i got bitches voice",0,hs_offensive
i cant be worried bout no bitch cause that bitch could be somewhere sucking dick,0,hs_offensive
"i wont love you, i cant love youunless that pussy got some super powers",0,hs_offensive
"its crazy. if a female cheats, its so wrong. shes every type of hoe there is but if a guy cheats, theres all these justific",0,hs_offensive
youre the biggest cunt i know,0,hs_offensive
stacys mom doesnt have shit going on.twitter bitches have it all.,0,hs_offensive
this is very annoying to me im gonna vomit out of annoyance bc i am a little bitch,0,hs_offensive
bitches be acting different! buuut its cool!,0,hs_offensive
when bitches spread rumors about you,0,hs_offensive
hoes be like im a virgin.,0,hs_offensive
"kim kardashian is making million from in app purchases from her game. and you all call her dumb, bitch shes a damn gen",0,hs_offensive
maybe nobody likes you because youre a bitch,0,hs_offensive
"she stole my shit, what a little niglet.",0,hs_offensive
"i swear, a yung nigga use to wanna be a heartbreak kid shawn micheals razor ramon both had bitches",0,hs_offensive
i cant stand to be around ghetto girls.,0,hs_offensive
some bitches need to get a life,0,hs_offensive
im a tall big booty bitch wtf lol,0,hs_offensive
its 2 and me and bruno still up in this bitch lol,0,hs_offensive
then im a loud outgoing bitch lol,0,hs_offensive
first i need some pussy tonight,0,hs_offensive
soup is so much better when you have enough crackers to crumble in it to make it into a casserole,0,hs_offensive
